Locus_tag,SMM_1_hyb25347102,SMM_2_hyb25346902,SMM_3_hyb25346702,Salt_1_hyb25345102,Salt_2_hyb25344802,Salt_3_hyb25347202
BSU11790,7.5377,7.5469,7.6962,7.4524,7.5539,7.3384
new_1252566_1252752,7.6751,7.5435,7.712000000000001,7.6024,7.6467,7.3853
BSU11799,7.1909,7.1139,7.1433,7.131,7.093,7.0563
BSU11809,8.2607,7.2543,7.7539,7.3517,7.6396,8.1995
new_1253253_1253384,7.5084,7.112,7.2995,7.297999999999999,7.3661,7.3824
BSU11810,7.6666,7.205,7.4141,7.282,7.4243,7.4021
new_1253669_1254769,7.3629999999999995,7.0992,7.1898,7.6316,7.5366,7.6628
BSU11820,9.4347,9.3309,9.4635,8.7138,8.5583,8.6892
new_1255867_1256041_c,9.8769,9.6413,9.7632,8.8427,8.7032,8.8814
new_1255943_1256078,9.0229,9.0243,8.8801,8.8669,8.5895,8.7553
BSU11839,10.3335,10.4809,10.2425,15.7138,15.9246,15.0998
BSU11840,13.7879,13.7753,13.7798,14.6085,14.4589,14.5571
BSU11850,13.7041,13.728,13.7676,14.5944,14.5036,14.4259
BSU11860,13.9381,13.9241,13.8883,14.8698,14.648,14.7826
BSU_misc_RNA_15,14.0246,14.1001,13.8706,12.9042,12.6421,12.3011
BSU11870,13.4459,13.311,13.4332,11.0083,10.9337,11.0889
BSU11880,12.8723,12.9062,12.9655,10.6781,10.6676,10.6792
new_1260806_1262335,9.7566,9.6626,9.8848,8.2718,8.286,8.2771
BSU11890,9.5428,9.5739,9.6868,8.9661,8.9665,9.068
BSU11900,9.759,9.8002,9.89,8.852,8.9447,9.068999999999999
BSU_tRNA_83,10.8122,11.323,10.9283,11.0853,10.6987,10.6319
new_1262876_1263611_c,9.9176,10.0217,10.2309,9.6916,9.6328,9.6351
new_1262896_1264544,9.5172,9.357999999999999,9.5192,9.4759,9.5519,9.5928
new_1263613_1263701_c,12.8421,12.9487,12.9006,11.2845,11.1241,11.3298
BSU11910,15.24,15.1937,15.1165,13.6178,13.5945,13.708
new_1264932_1265017_c,15.0376,15.6948,15.552999999999999,14.0661,14.0232,13.8937
BSU11920,13.040999999999999,13.1014,12.9345,12.0145,11.5158,11.5822
new_1265432_1265529,9.4628,9.6006,9.502,8.8079,8.541,8.9257
BSU11928,9.5148,9.5893,9.5338,8.863,8.5898,8.9112
BSU11929,9.5787,9.5138,9.4575,8.8111,8.4025,8.8391
BSU11930,9.8017,9.6512,9.5483,9.0375,8.6557,8.9763
new_1266349_1266589,10.2846,10.3081,10.2965,9.7918,9.577,9.8632
BSU11940,14.3682,14.3055,14.4123,11.9877,12.0252,12.0046
BSU11950,13.6517,13.8334,13.7332,11.4435,11.5464,11.3431
BSU11960,7.1971,7.0985,7.0576,7.047999999999999,6.9019,6.9405
BSU11970,11.9654,11.8445,11.8796,11.6151,11.5364,11.8167
new_1268593_1268828,12.0939,12.3026,12.1131,11.8246,11.8148,12.2025
BSU11980,11.4003,11.3938,11.3548,11.1367,11.0314,11.2792
new_1269585_1269672,12.2283,11.970999999999998,11.7975,11.5133,11.4578,11.8846
new_1269672_1269732_c,9.0043,9.2377,9.1015,8.5375,8.7774,8.7719
BSU11990,9.5571,9.7941,9.585,9.0724,8.9826,9.0681
new_1270127_1270583_c,9.0368,8.8606,8.7189,8.4379,8.7162,8.5263
BSU12000,8.6584,8.523,8.4466,7.9163,7.852,7.9027
BSU12010,7.176,6.9793,6.8753,6.9742,6.9142,6.9524
BSU12020,7.1418,6.8813,6.8822,6.9795,6.8542,6.9524
new_1275640_1275738,7.3914,7.0539,6.8971,7.3426,7.0183,7.0
new_1275740_1275808,12.1944,12.1609,12.1713,10.8779,10.5025,10.685
BSU12030,11.8335,11.7909,11.6322,10.6183,10.3425,10.2437
BSU12040,11.640999999999998,11.6905,11.6408,10.7995,10.73,10.9895
new_1276876_1277061_c,7.782,7.8196,7.9421,9.0512,9.036,8.7694
BSU12050,8.0497,8.4055,8.5577,9.3914,9.4702,9.118
new_1277495_1278195_c,8.8709,9.1067,8.9822,10.8434,10.7425,10.9248
BSU12060,10.5114,10.4013,10.3739,9.9718,10.0269,9.8507
BSU12069,11.3114,11.2919,11.0525,13.6728,13.1555,13.4243
BSU12070,9.5632,9.6544,9.5847,9.311,9.2711,9.3045
new_1278946_1279513_c,8.0007,7.9528,7.9429,7.6955,7.6065,7.5567
new_1279022_1279523,10.9827,10.9765,10.9322,9.959,9.9809,10.0409
BSU12080,9.6494,9.7599,9.7564,8.4391,8.3559,8.3088
BSU12090,8.5648,8.1445,8.4603,8.1317,8.0605,7.5801
new_1281024_1281127,11.1052,11.4537,11.2288,9.8262,9.1567,9.3584
BSU12100,10.288,10.5402,10.4631,9.3663,8.7889,8.8771
BSU12110,10.243,10.1475,10.3925,10.0911,10.2314,9.8501
BSU12120,12.3842,12.5455,12.5556,12.7049,12.5463,12.2054
BSU12130,7.0713,6.8513,6.7671,7.1137,7.0222,7.0289
BSU12140,9.1404,9.012,9.003,10.761,10.9301,10.7905
BSU12150,7.0761,6.896,6.801,13.564,13.7383,13.3072
BSU12160,7.925,7.9074,8.0132,15.1537,15.2214,15.1094
BSU12170,7.8924,8.0135,8.019,15.2706,15.2999,15.1662
new_1289139_1289257,7.4367,7.2362,7.1276,9.9809,10.3364,10.1244
BSU12180,11.9414,11.7855,11.6719,11.6668,10.9163,11.3988
BSU12190,9.2202,9.0385,9.0746,9.1609,8.5866,8.959
BSU12200,10.1766,10.1775,10.0976,9.7021,9.408999999999999,9.3789
new_1291003_1291419_c,6.9665,6.8486,6.83,7.0117,6.9759,6.9046
new_1291189_1291343,10.2908,10.0117,10.1729,10.975,10.455,11.1084
BSU12210,9.5883,9.4893,9.5378,10.274000000000001,10.1143,10.4754
BSU12220,9.3558,9.4078,9.3795,9.8462,9.7755,10.1773
BSU12229,10.201,10.3582,10.1625,9.3099,8.9914,9.1601
BSU12230,12.0569,11.9419,11.9502,11.0159,10.8239,11.0485
BSU12240,9.1822,9.033999999999999,9.2718,8.3044,8.1736,8.3245
BSU12250,9.3052,9.2622,9.3175,8.4129,8.2424,8.4267
BSU12260,10.1915,10.12,10.245,8.5027,8.3274,8.5057
new_1297643_1300149_c,7.7322,7.9598,7.3799,8.0297,7.8373,7.5818
BSU12270,8.8391,8.622,8.6194,11.886,12.1498,11.8734
new_1298224_1298337,8.815,8.6352,8.6633,11.9657,12.1828,11.9091
new_1298339_1298611,15.327,15.4821,15.4656,14.2754,14.306,14.2296
BSU12280,15.1987,15.1608,15.2316,14.2039,14.1699,14.1935
BSU12290,14.6616,14.6942,14.8075,13.7611,13.6634,13.7348
BSU12300,7.0782,6.8241,6.8405,6.9055,6.7847,6.8487
BSU12310,6.9962,6.8082,6.6692,6.9674,6.7877,6.9064
new_1303355_1303422,7.1279,7.087000000000001,7.3183,7.2802,7.5101,6.9658
BSU12320,7.1001,6.9768,6.9473,7.0973,6.9403,6.939
BSU12330,7.1604,7.0112,6.9225,7.0614,7.011,7.0555
BSU12340,7.2563,7.0504,7.0027,7.284,7.2213,7.2407
BSU12350,7.2137,7.0448,7.029,7.2753,7.2233,7.2662
BSU12360,7.1988,7.0502,6.9754,7.2483,7.2117,7.2244
BSU12370,10.3914,10.5844,10.6409,9.5866,9.5358,9.6773
BSU12380,7.3129,7.1355,7.1262,7.1062,7.0404,7.0698
BSU12390,7.3825,7.2161,7.1973,7.6131,7.4771,7.6502
BSU12400,10.6702,10.8689,10.9079,8.8633,8.8311,8.5861
new_1313663_1313744_c,7.1807,6.9614,6.93,7.3063,7.1419,7.2126
BSU12410,11.6994,11.8648,11.6296,11.5579,11.2546,11.23
BSU12420,10.8795,11.0283,11.0723,14.3403,14.4808,14.7708
BSU12430,14.3608,14.4911,14.534,13.2384,13.3982,13.3452
BSU12440,14.3214,14.3888,14.5131,13.62,13.3915,13.4826
BSU12450,10.9876,11.2539,11.0493,10.3218,9.9043,9.9534
BSU12460,8.1246,8.0134,8.1152,7.7554,7.7747,7.7481
BSU12470,11.0473,11.0062,10.9964,10.7606,10.6444,10.5919
BSU12480,9.2418,9.222999999999999,9.3738,7.9422,7.7548,7.9355
new_1319640_1320569_c,8.3517,8.4173,8.5319,8.8127,9.1197,8.7265
BSU12490,9.1547,9.1572,9.2843,8.1898,8.1021,8.1818
BSU12500,9.1784,9.1121,9.1939,9.4377,9.6201,9.4303
new_1321205_1321328_c,11.6974,11.9609,12.0367,10.6678,10.6602,10.3985
BSU12510,12.4966,12.5534,12.412,11.4381,11.0484,10.919
BSU12519,7.282,7.1977,7.1234,7.3055,7.1207,7.1401
BSU12520,7.3012,7.0741,7.1242,7.183,7.0679,7.1613
BSU12530,7.4093,7.2442,7.2102,7.4778,7.3328,7.3385
BSU12539,7.5147,7.2515,7.3459,7.4884,7.4796,7.3887
BSU12540,7.6129,7.3182,7.3922,7.5338,7.5548,7.5238
BSU12550,7.4593,7.3203,7.3679,7.5218,7.5089,7.4816
BSU12560,7.3409,7.0473,7.0422,7.1204,7.0759,7.0472
new_1325005_1325095,8.3767,8.1121,8.577,8.5997,8.0419,7.9434
BSU12570,8.2236,8.1579,8.1878,8.2482,8.2269,8.1534
BSU12580,8.1144,7.9761,8.1138,8.0945,8.1284,8.116
BSU12590,8.338,8.2296,8.3835,8.4197,8.4491,8.3639
BSU12600,9.2841,9.2076,9.4041,9.1751,9.3427,9.142000000000001
BSU12610,8.8811,8.7289,9.2244,8.8244,9.0522,8.8357
BSU12619,8.7723,8.5977,8.8457,8.6338,8.6605,8.6265
BSU12620,8.8014,8.9536,9.2065,8.9833,9.0956,8.9253
BSU12630,8.9331,8.9034,8.8556,8.8113,8.8402,8.8339
BSU12640,8.9064,8.5973,9.0279,8.6327,9.009,8.712
BSU12649,9.174,8.98,9.0983,8.9748,9.0614,8.7325
BSU12650,8.9884,8.8069,9.0592,8.9334,9.0335,8.9481
BSU12660,9.0577,8.8059,9.047,9.0341,8.8511,9.0662
new_1334248_1334338,9.2398,8.923,9.099,9.0955,9.3942,9.0538
BSU12671,8.9162,8.7792,8.8727,9.0418,9.1178,8.9212
BSU12672,8.4728,8.2386,8.2808,8.4368,8.6248,8.5145
BSU12680,8.708,8.5685,8.6019,8.7839,8.6633,8.7619
BSU12690,8.3814,8.2106,8.1568,8.4516,8.4159,8.4084
BSU12700,8.1701,8.0463,8.0211,8.296,8.241,8.1477
BSU12710,8.4762,8.3131,8.3961,8.5136,8.4849,8.4512
BSU12720,8.1881,8.3084,8.1491,8.3905,8.3278,8.3296
BSU12730,8.1416,7.9689,8.087,8.1568,8.1347,8.1272
BSU12740,8.0791,7.9518,8.0657,8.154,8.0945,8.0741
BSU12749,8.224,8.0363,8.151,8.3185,8.2096,8.227
BSU12750,8.4695,8.3064,8.3591,8.4793,8.389,8.4233
BSU12760,8.1667,8.169,8.1406,8.2096,8.2338,8.1487
BSU12770,8.4427,8.2576,8.4932,8.3887,8.3016,8.3961
BSU12780,8.2207,8.0301,8.201,8.236,8.2683,8.2304
BSU12790,9.1169,8.8362,9.1656,9.1187,8.9165,8.9257
BSU12800,8.6748,8.5575,9.0407,8.6601,8.8049,8.5544
BSU12810,8.6006,8.5761,8.8182,8.5192,8.5676,8.4515
new_1348200_1348403_c,10.0756,9.8216,10.107999999999999,10.5059,10.4293,10.4748
BSU12820,11.2736,11.3258,11.2581,11.7085,11.6149,11.5046
BSU12830,11.2412,11.315999999999999,11.2577,11.9098,11.7981,11.8565
BSU12840,13.2067,13.0448,13.3746,12.3634,12.4452,12.2938
BSU12850,13.94,13.9,13.9245,13.1197,13.2975,13.3309
new_1351139_1351236_c,12.4134,12.3194,12.4766,13.1437,13.2286,13.2938
BSU12860,9.5603,9.414,9.5896,8.0873,7.9518,8.0524
new_1353008_1353079,10.8338,10.7931,10.9112,12.2102,11.959000000000001,12.2376
BSU12870,10.3067,10.2373,10.2278,11.3937,11.3665,11.3521
BSU12880,7.367999999999999,7.1907,7.1956,7.1932,7.1157,7.2453
BSU12890,7.66,7.4016,7.4642,7.5099,7.4343,7.5065
new_1356775_1357416_c,7.9138,7.8081,7.8618,9.6638,9.6854,9.761000000000001
new_1357486_1357852_c,12.0937,12.2723,12.1891,14.9908,14.677,14.7956
BSU12900,11.1597,11.5279,11.1888,10.6034,10.3393,10.4619
new_1359357_1359439_c,9.842,9.7282,9.601,10.4641,10.6601,10.7595
BSU12910,10.5602,10.5878,10.7231,10.9213,10.8808,10.9998
BSU12920,12.6881,12.7658,12.9351,12.0645,11.8514,11.878
BSU12930,11.7581,12.0238,12.0889,11.6457,11.4398,11.5536
BSU12940,10.9872,11.0569,11.1717,10.9848,10.7646,10.7642
BSU12950,11.3589,11.5402,11.5686,11.5102,11.2738,11.2615
BSU12960,11.4699,11.5087,11.6512,11.6475,11.4759,11.3316
BSU12970,10.7344,10.8037,10.8033,10.4419,10.3211,10.2335
BSU12980,10.7525,10.7778,10.9157,10.5558,10.3724,10.3371
BSU12990,11.2321,11.1294,11.2982,11.0459,10.8894,10.8753
BSU13000,10.8943,10.9213,11.0127,10.7926,10.6627,10.4281
new_1369127_1369854_c,7.5012,7.4223,7.2237,7.8558,7.8018,7.6162
new_1369868_1371036,8.8011,8.7387,8.7858,8.8112,8.4495,8.4168
BSU13010,12.6545,12.672,12.6948,13.4843,13.5468,13.3845
BSU13020,7.7819,7.5848,7.5432,12.5664,12.8734,12.3518
BSU13030,12.4084,12.3856,12.4024,12.9176,12.8614,12.9767
new_1372636_1372742,8.4748,8.337,8.5449,8.9554,8.9909,9.0105
BSU13040,7.8469,7.6132,7.5628,8.0058,7.9801,8.0217
new_1374025_1374396,6.9279,6.6916,6.6771,6.957999999999999,6.8073,6.9222
BSU13050,7.0626,6.901,6.8677,7.2063,7.0682,7.1056
BSU13060,7.1685,6.8934,6.8361,7.0553,7.1511,7.1099
BSU13070,9.0945,8.9532,9.0008,9.2163,9.133,9.274
BSU13080,9.1233,8.9963,8.9533,9.1079,9.1326,9.1715
BSU_misc_RNA_16,13.6781,14.0753,13.6782,14.6018,14.4642,13.4853
BSU13090,8.5861,8.3546,8.5585,8.7824,8.9596,8.8217
BSU13100,8.4961,8.2029,8.3609,8.6414,8.6954,8.5269
BSU13110,12.3627,12.3698,12.4123,12.5657,12.5724,12.4674
BSU_misc_RNA_17,12.9091,13.135,12.645999999999999,12.9697,12.8521,12.6352
BSU13120,12.7233,12.4893,12.7019,12.545,12.3739,12.6721
BSU13130,12.5936,12.5442,12.5752,12.3692,12.2765,12.5034
BSU13140,10.7832,11.0909,10.7368,10.7699,10.4224,10.1195
BSU13150,9.4632,9.3437,9.3046,10.1085,10.1646,10.0019
BSU13160,9.3923,9.5599,9.5908,16.3343,16.2325,15.6417
BSU13169,7.7759,7.6956,7.7037,12.847999999999999,12.8013,12.6291
new_1382628_1383305,7.4826,7.3713,7.3237,12.0431,12.2857,12.100999999999999
BSU13170,9.9007,9.9542,9.6897,8.1193,7.7733,7.8677
new_1383187_1383294_c,10.3852,10.3244,10.388,8.6229,8.5089,8.4882
BSU13180,15.1716,15.1048,15.1183,12.9982,12.8817,12.9986
new_1385609_1385671_c,15.3159,15.0196,15.4172,13.4779,13.0857,13.5687
BSU_misc_RNA_18,14.6334,14.6774,14.5783,13.7497,13.7934,13.2088
new_1385938_1386023_c,8.4711,8.1068,8.5202,7.7035,7.9478,7.7328
BSU13190,8.1089,7.9644,8.1749,7.6775,7.5479,7.5484
new_1386984_1387035_c,8.6411,8.822000000000001,8.6441,8.1179,7.814,7.8452
BSU13200,12.3833,12.3701,12.3069,12.255999999999998,12.0374,12.1567
BSU13210,12.7766,12.7388,12.8941,10.9069,10.8179,11.0428
BSU13220,13.097000000000001,13.1179,13.2142,11.3069,11.1269,11.5273
BSU13230,12.9826,12.8996,13.0935,11.1071,10.7546,11.269
BSU13240,13.3698,13.2285,13.4703,11.4391,11.2926,11.567
BSU_misc_RNA_19,13.3672,13.4237,13.4333,11.3351,11.4981,11.635
BSU13250,9.3667,9.1739,9.2837,9.3123,9.0424,9.395
BSU13260,9.4539,9.3206,9.4546,9.4267,9.1605,9.5236
BSU13270,9.7282,9.6579,9.5969,9.7357,9.3472,9.6494
BSU13280,10.5533,10.2928,10.3493,10.4654,10.2893,10.8204
BSU13290,7.3249,7.2428,7.0373,7.2117,7.2602,7.0575
new_1395590_1395909,12.634,12.7678,12.8181,13.4027,13.4342,13.6709
BSU13299,7.2703,7.191,7.0596,7.3774,7.2827,7.1537
new_1395911_1396012,11.833,11.7832,12.0853,12.552,12.8388,12.6809
BSU13300,11.7421,11.6012,11.7674,12.5906,12.3587,12.7101
BSU13310,10.4839,10.6598,10.7998,9.6839,9.3111,9.3717
new_1397771_1398159_c,10.9791,11.2157,10.8358,9.7336,9.7615,9.597999999999999
BSU13320,7.7147,7.7075,7.6149,8.3847,8.2263,8.3848
BSU13330,7.9028,7.9035,7.9476,8.5544,8.5243,8.7551
new_1398413_1398495,12.5297,13.0852,13.0516,12.4476,12.4041,12.2058
BSU13340,11.3417,11.5811,11.6516,10.4718,10.4693,10.5518
BSU13350,7.2483,7.0781,7.0298,7.1694,7.1298,7.1456
new_1399409_1400187,7.2029,7.0353,7.0141,7.1669,7.1068,7.067
BSU13360,7.2192,7.0601,7.0353,7.2496,7.1868,7.1131
BSU13370,8.0376,7.9067,7.8878,7.7172,7.6424,7.697
new_1401697_1401771,7.3788,7.271,7.2479,7.5760000000000005,7.6297,7.4601
BSU13380,7.513,7.4245,7.4339,8.1277,8.2532,8.2002
BSU13390,7.712999999999999,7.5377,7.5023,8.0831,8.025,8.0401
BSU13400,8.4689,8.3466,8.3832,7.8807,7.8169,7.8487
BSU13410,8.5544,8.4565,8.3575,7.8363,7.7421,7.7491
BSU13420,10.9993,10.942,11.0763,9.3775,9.3071,9.3526
new_1409579_1409781_c,11.0755,11.0261,11.1637,9.4944,9.227,9.3881
BSU13430,10.5701,10.5032,10.62,10.9629,10.8413,10.965
BSU13440,9.9986,9.9017,10.0792,8.7817,8.7008,8.6288
new_1411773_1411859,10.9559,10.8934,10.5862,9.6083,9.6734,9.7432
BSU13450,11.8167,11.7288,11.6759,12.2827,12.1075,12.3983
BSU13460,11.0678,11.0485,11.0068,11.0892,10.7776,11.0877
new_1413790_1414949,9.6399,9.7148,9.6364,9.806000000000001,9.7084,9.8794
BSU13470,7.3407,7.13,7.34,7.2743,7.1909,7.1282
BSU13480,10.8876,10.9154,10.9568,9.7538,9.4804,9.5605
new_1414827_1414907_c,11.3125,11.535,11.5174,10.2782,9.9783,10.014
BSU13490,11.3577,11.4177,11.3607,14.2537,14.2546,14.1029
BSU13500,9.997,10.0549,10.2752,9.5448,9.5324,9.6253
new_1417493_1417560,7.1733,6.9378,7.1044,6.9832,6.9672,6.9424
BSU13509,7.3082,7.0624,7.1468,7.1791,7.0678,6.9757
BSU13510,7.2717,7.0973,7.1517,7.1452,7.0829,6.9771
BSU13520,7.8988,7.5869,7.8811,10.6371,10.9343,11.2157
BSU13530,10.4032,10.2795,10.3548,9.4018,9.2291,9.5593
new_1421204_1422144_c,9.027999999999999,9.1367,9.4575,9.0903,9.2872,9.058
BSU13540,10.6132,10.7156,10.7189,10.3512,10.1358,10.382
new_1421924_1422163,10.07,10.1612,10.1362,9.8679,9.7754,9.6869
BSU13550,16.3831,16.4475,16.4557,16.162,15.9335,15.8743
BSU13560,16.0268,16.09,16.2325,15.835999999999999,15.6391,15.6206
BSU_misc_RNA_20,16.0404,15.7885,15.7423,15.5738,15.2916,15.5291
BSU13570,12.8232,12.8452,12.8729,11.5136,11.3094,11.5484
new_1425281_1425598,10.9645,10.9763,10.7859,10.7261,10.6706,10.6956
BSU13580,12.6171,12.4526,12.5806,11.4308,11.3849,11.5295
BSU_misc_RNA_21,15.1767,15.3704,15.2572,14.5888,14.3353,14.2346
BSU13590,13.4651,13.3924,13.4608,12.1646,12.0765,12.1922
BSU13600,14.0797,13.9463,13.9613,12.7717,12.6784,12.8229
BSU13610,14.0793,14.0773,14.1094,12.8542,12.7637,12.8618
BSU13620,14.0217,13.9177,13.9154,12.4832,12.4898,12.4791
new_1429967_1430160_c,8.4142,8.6119,8.6673,8.6008,8.0127,8.6561
BSU13630,10.3887,10.3069,10.3365,10.6275,10.0782,10.2091
new_1430482_1430571_c,10.8805,11.0493,11.0529,10.9342,10.9836,10.806
new_1430539_1430623,8.5113,8.4925,8.6015,12.7488,13.0609,12.6961
new_1430625_1430683,10.5822,11.8527,11.050999999999998,12.8511,13.0328,12.7277
BSU13640,11.7947,11.6973,11.5672,12.6688,12.8493,12.2301
BSU13650,9.8006,9.6773,9.7815,10.4771,10.7572,10.5936
BSU13660,11.6345,11.6557,11.7436,11.5302,11.414000000000001,11.5647
BSU13670,11.1949,11.1934,11.0822,11.1195,11.073,11.148
BSU13680,13.4208,13.4017,13.4677,11.6354,11.6515,11.4835
BSU13690,13.5227,13.5258,13.6491,11.7912,11.7754,11.5555
new_1435383_1435605_c,7.1156,6.7974,6.7363,7.1311,6.9589,6.9914
BSU13700,8.5175,8.642999999999999,8.7534,9.2001,8.8663,8.8899
new_1437728_1437978_c,9.2496,9.7277,9.9005,9.7486,9.5791,9.2766
BSU13710,7.6186,7.5501,7.6991,7.4553,7.4624,7.3256
new_1439136_1439227,8.1538,7.9333,8.0646,7.6985,7.8191,7.5693
new_1439340_1439447,10.4854,10.5238,10.6547,10.0448,9.6871,10.289000000000001
BSU13720,10.3682,10.149,10.1921,9.9905,9.6747,10.1066
BSU13730,10.5895,10.4246,10.8144,10.0916,10.0227,10.3367
BSU13740,10.5795,10.459000000000001,10.5772,10.0167,10.065,10.1884
BSU13750,11.4762,11.3589,11.5238,10.8718,10.7576,11.0011
new_1441789_1442065,11.3835,11.2607,11.488,10.7567,10.6776,10.8913
new_1442102_1442346_c,10.0062,9.9781,9.9658,11.5873,11.6443,11.5844
BSU13760,9.7817,9.7263,9.7864,11.3078,11.3201,11.1401
BSU13770,8.1673,8.033,8.0301,8.0205,8.0073,8.1116
BSU13780,7.8225,7.7302,7.6063,10.1784,10.5918,10.0955
BSU13789,9.3267,9.3081,9.3117,10.6449,10.9801,10.8227
new_1445542_1445637,9.4012,9.26,9.2968,10.5879,10.9561,10.8207
BSU13790,9.2251,9.2074,9.1355,10.318,10.847999999999999,10.5413
new_1446289_1447115_c,7.696000000000001,7.5539,7.5166,7.8034,7.5692,7.6122
BSU13799,8.6787,8.5172,8.5211,9.6389,9.9643,9.7565
new_1446841_1447052,9.9388,9.8331,9.8733,10.6118,10.7173,10.5688
BSU13800,8.2459,8.0742,8.0077,8.9586,8.7947,8.9297
new_1447578_1447661_c,12.7265,13.1441,12.9444,13.665999999999999,13.4183,13.5205
BSU13810,13.1255,13.2035,12.9546,13.7127,13.4319,13.504000000000001
new_1447893_1448237_c,7.5176,7.6194,7.6707,7.5824,7.6707,7.2484
BSU13819,9.669,9.663,9.6143,9.845,9.6349,9.6768
BSU13820,8.0613,7.9278,7.9913,8.9307,8.7467,8.9024
BSU13830,7.3738,7.4025,7.4816,7.4993,7.5491,7.4432
BSU13840,8.5435,8.4895,8.5285,8.4233,8.3328,8.2818
new_1451263_1451370,8.5987,8.5426,8.5483,8.9849,9.0668,9.2736
BSU13850,8.2949,8.1732,8.2408,8.7197,8.8167,8.7104
BSU13860,11.9712,11.8994,11.8929,12.3693,12.2179,12.3834
new_1454795_1455013_c,7.4749,7.3488,7.0688,7.4786,7.1757,7.0959
new_1454806_1455063,10.0208,10.0039,9.8952,10.0449,9.6895,10.0266
BSU13870,9.4275,9.429,9.5434,9.3619,9.3947,9.3915
BSU13880,11.5637,11.4335,11.5337,10.3745,10.1485,10.3947
new_1457005_1457156,15.0569,14.9561,14.7883,12.8917,12.864,13.129000000000001
BSU13890,14.5705,14.3498,14.5329,12.5374,12.3754,12.5236
BSU13900,15.9841,15.8482,15.9194,15.2955,15.0839,15.2435
BSU13910,14.9635,14.9333,15.0518,14.1453,14.0626,14.339
BSU13920,9.5881,9.3899,9.484,9.1361,8.9876,9.042
new_1461473_1462812_c,9.5779,9.6021,9.7589,9.2664,9.1998,9.2721
BSU13930,9.4138,9.3256,9.3091,9.061,9.082,9.1163
BSU13940,11.1295,11.2462,11.2983,10.4407,10.3831,10.4042
BSU13950,13.4018,13.3378,13.4963,11.3475,11.407,11.3196
BSU13960,14.4214,14.3519,14.2491,13.3833,13.3937,13.3997
BSU13970,9.2295,9.0037,9.1241,9.5247,9.4288,9.3683
new_1467701_1467804,12.5393,12.6667,12.4219,11.9322,11.4284,12.01
BSU13980,11.9274,11.9714,11.7627,11.2821,10.9675,11.2028
BSU13990,10.5597,10.5673,10.5147,10.1742,9.8393,10.2486
BSU14000,13.1472,13.2263,13.2205,12.6554,12.673,12.6717
new_1473128_1473196_c,13.0241,13.047,12.7045,11.6356,11.5763,12.0969
BSU14009,12.2598,12.3271,12.2275,10.6992,10.6151,10.5675
BSU14010,13.5195,13.4774,13.5816,12.0124,12.1044,11.9621
BSU14020,11.9206,11.9056,11.8946,14.1403,13.9903,13.8356
BSU14030,10.6975,10.6505,10.7836,11.6489,11.6913,11.7658
BSU14040,8.6711,8.6446,8.6373,10.2186,10.345,10.644
BSU14050,8.8904,8.8151,8.8503,10.7032,10.4887,10.7475
BSU14060,9.9407,9.9517,9.9086,9.8375,9.6243,9.6232
new_1478837_1478985,10.2456,10.1044,10.1875,9.9812,9.7941,9.9885
new_1478987_1479136,10.5338,10.5026,10.2331,10.3128,10.2333,10.3675
BSU14071,10.9611,10.8929,10.9403,11.026,10.907,11.0592
BSU14072,10.6091,10.6823,10.7066,10.7175,10.8816,10.8442
BSU14080,12.012,11.9628,12.195,12.224,12.2826,12.3856
new_1482096_1482247,11.9985,11.9931,12.2054,12.114,12.0893,12.365
BSU14090,11.9305,11.9214,12.0748,11.8333,11.7214,11.9294
new_1483539_1483640,13.4111,14.2915,14.3188,14.9696,14.7989,14.7334
new_1483671_1483955,10.5672,10.3624,10.66,12.5214,12.5366,12.6534
new_1483957_1484044,10.5167,10.4649,10.7114,12.505999999999998,12.706,12.8078
BSU14100,14.2089,14.0732,14.0205,13.937999999999999,13.952,14.1704
new_1484357_1484465,13.9063,13.8944,13.8512,13.4059,13.4614,13.7774
BSU14110,13.4946,13.4254,13.3566,13.2031,13.043,13.2747
BSU14120,14.7307,14.7123,14.6646,13.9705,13.7937,13.8224
new_1485356_1485452,11.5153,11.5962,11.6859,10.8597,11.1502,10.9506
BSU14130,11.2708,11.1791,11.3779,11.030999999999999,11.1012,11.0141
new_1485897_1486004,10.4933,10.664000000000001,10.6829,9.8851,10.3895,9.9909
BSU14140,11.7119,11.7392,11.7539,11.013,11.0767,10.9833
BSU14150,10.7055,10.7408,11.0052,14.0117,13.7705,14.0731
BSU14160,10.6902,10.9283,11.2532,14.0586,14.1152,14.1893
BSU14170,10.8464,10.8196,11.1708,14.0209,14.0456,14.0387
BSU14180,13.8079,13.707,13.8558,12.8348,12.6657,12.7928
BSU14190,12.1631,12.0766,12.1238,11.2817,11.0296,11.2615
BSU14200,12.907,12.7885,12.8216,11.913,11.9359,12.0252
new_1491217_1492167,9.1701,9.0205,9.033,8.3663,8.1029,8.2268
BSU14210,9.0867,8.7927,8.915,12.1018,12.415999999999999,11.940999999999999
new_1492169_1492260,11.705,12.1989,11.9922,13.1852,12.9337,13.0819
BSU14220,11.6087,11.8083,11.5629,12.7353,12.5611,12.6039
BSU14230,11.0006,11.0476,11.1189,11.8876,11.949000000000002,12.1236
BSU14240,12.8197,12.8074,12.7316,11.4275,11.3273,11.0874
BSU14250,8.0134,8.2928,8.5813,8.3397,8.575,7.5175
new_1494737_1495461,7.942,7.7293,7.73,8.0334,7.9595,8.0432
