Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
BSU29610-MONOMER	Inner_Membrane	BSU29610(1)	Inner_Membrane	s
BSU31510-MONOMER	Inner_Membrane	BSU31510(1)	Inner_Membrane	s
BSU40560-MONOMER	Inner_Membrane	BSU40560(1)	Inner_Membrane	s
BSU17620-MONOMER	Inner_Membrane	BSU17620(1)	Inner_Membrane	s
BSU07510-MONOMER	Inner_Membrane	BSU07510(1)	Inner_Membrane	s
BSU24960-MONOMER	Inner_Membrane	BSU24960(1)	Inner_Membrane	s
BSU32080-MONOMER	Inner_Membrane	BSU32080(1)	Inner_Membrane	s
BSU40380-MONOMER	Inner_Membrane	BSU40380(1)	Inner_Membrane	s
BSU06380-MONOMER	Inner_Membrane	BSU06380(1)	Inner_Membrane	s
BSU14030-MONOMER	Inner_Membrane	BSU14030(1)	Inner_Membrane	s
BSU14320-MONOMER	Inner_Membrane	BSU14320(1)	Inner_Membrane	s
BSU06940-MONOMER	Inner_Membrane	BSU06940(1)	Inner_Membrane	s
BSU05090-MONOMER	Inner_Membrane	BSU05090(1)	Inner_Membrane	s
BSU05360-MONOMER	Inner_Membrane	BSU05360(1)	Inner_Membrane	s
BSU21470-MONOMER	Inner_Membrane	BSU21470(1)	Inner_Membrane	s
BSU36580-MONOMER	Inner_Membrane	BSU36580(1)	Inner_Membrane	s
BSU13380-MONOMER	Inner_Membrane	BSU13380(1)	Inner_Membrane	s
BSU03330-MONOMER	Inner_Membrane	BSU03330(1)	Inner_Membrane	s
BSU25700-MONOMER	Inner_Membrane	BSU25700(4)	Inner_Membrane	s
BSU26990-MONOMER	Outer_Membrane	BSU26990(1)	Outer_Membrane	s
BSU31319-MONOMER	Inner_Membrane	BSU31319(1)	Inner_Membrane	s
BSU27070-MONOMER	Inner_Membrane	BSU27070(1)	Inner_Membrane	s
BSU03000-MONOMER	Inner_Membrane	BSU03000(1)	Inner_Membrane	s
BSU23310-MONOMER	Inner_Membrane	BSU23310(1)	Inner_Membrane	s
BSU03982-MONOMER	Inner_Membrane	BSU03982(1)	Inner_Membrane	s
BSU39440-MONOMER	Inner_Membrane	BSU39440(1)	Inner_Membrane	s
BSU08360-MONOMER	Inner_Membrane	BSU08360(1)	Inner_Membrane	s
BSU02760-MONOMER	Inner_Membrane	BSU02760(1)	Inner_Membrane	s
BSU39600-MONOMER	Inner_Membrane	BSU39600(1)	Inner_Membrane	s
BSU15770-MONOMER	Inner_Membrane	BSU15770(1)	Inner_Membrane	s
BSU31560-MONOMER	Inner_Membrane	BSU31560(1)	Inner_Membrane	s
BSU12860-MONOMER	Inner_Membrane	BSU12860(1)	Inner_Membrane	s
BSU01620-MONOMER	Inner_Membrane	BSU01620(1)	Inner_Membrane	s
BSU29239-MONOMER	Inner_Membrane	BSU29239(1)	Inner_Membrane	s
BSU18650-MONOMER	Inner_Membrane	BSU18650(1)	Inner_Membrane	s
BSU27809-MONOMER	Inner_Membrane	BSU27809(1)	Inner_Membrane	s
BSU33470-MONOMER	Inner_Membrane	BSU33470(1)	Inner_Membrane	s
BSU21490-MONOMER	Inner_Membrane	BSU21490(1)	Inner_Membrane	s
BSU17820-MONOMER	Inner_Membrane	BSU17820(1)	Inner_Membrane	s
BSU21350-MONOMER	Inner_Membrane	BSU21350(1)	Inner_Membrane	s
BSU02990-MONOMER	Inner_Membrane	BSU02990(1)	Inner_Membrane	s
BSU16910-MONOMER	Inner_Membrane	BSU16910(1)	Inner_Membrane	s
BSU23390-MONOMER	Inner_Membrane	BSU23390(1)	Inner_Membrane	s
BSU23420-MONOMER	Inner_Membrane	BSU23420(1)	Inner_Membrane	s
BSU01610-MONOMER	Inner_Membrane	BSU01610(1)	Inner_Membrane	s
BSU10870-MONOMER	Inner_Membrane	BSU10870(1)	Inner_Membrane	s
BSU11750-MONOMER	Outer_Membrane	BSU11750(1)	Outer_Membrane	s
BSU39710-MONOMER	Inner_Membrane	BSU39710(1)	Inner_Membrane	s
BSU06570-MONOMER	Inner_Membrane	BSU06570(1)	Inner_Membrane	s
BSU30750-MONOMER	Inner_Membrane	BSU30750(1)	Inner_Membrane	s
BSU31620-MONOMER	Inner_Membrane	BSU31620(1)	Inner_Membrane	s
BSU05220-MONOMER	Inner_Membrane	BSU05220(1)	Inner_Membrane	s
BSU03610-MONOMER	Inner_Membrane	BSU03610(1)	Inner_Membrane	s
BSU35720-MONOMER	Inner_Membrane	BSU35720(1)	Inner_Membrane	s
BSU35620-MONOMER	Outer_Membrane	BSU35620(1)	Outer_Membrane	s
BSU17930-MONOMER	Inner_Membrane	BSU17930(1)	Inner_Membrane	s
BSU02270-MONOMER	Inner_Membrane	BSU02270(1)	Inner_Membrane	s
BSU32469-MONOMER	Inner_Membrane	BSU32469(1)	Inner_Membrane	s
BSU02150-MONOMER	Inner_Membrane	BSU02150(1)	Inner_Membrane	s
BSU17770-MONOMER	Inner_Membrane	BSU17770(1)	Inner_Membrane	s
BSU12010-MONOMER	Inner_Membrane	BSU12010(1)	Inner_Membrane	s
BSU34000-MONOMER	Inner_Membrane	BSU34000(1)	Inner_Membrane	s
BSU27700-MONOMER	Inner_Membrane	BSU27700(1)	Inner_Membrane	s
BSU24490-MONOMER	Inner_Membrane	BSU24490(1)	Inner_Membrane	s
BSU22530-MONOMER	Inner_Membrane	BSU22530(1)	Inner_Membrane	s
BSU26700-MONOMER	Inner_Membrane	BSU26700(1)	Inner_Membrane	s
BSU36720-MONOMER	Inner_Membrane	BSU36720(1)	Inner_Membrane	s
BSU17630-MONOMER	Inner_Membrane	BSU17630(1)	Inner_Membrane	s
BSU15950-MONOMER	Inner_Membrane	BSU15950(1)	Inner_Membrane	s
CPLX8J2-158	Inner_Membrane	BSU31660(1)	Inner_Membrane	s
CPLX8J2-158	Inner_Membrane	BSU31650(1)	Inner_Membrane	s
CPLX8J2-158	Inner_Membrane	BSU31640(1)	Inner_Membrane	s
CPLX8J2-158	Inner_Membrane	BSU31630(1)	Inner_Membrane	s
CPLX8J2-158	Inner_Membrane	BSU31620(1)	Inner_Membrane	s
CPLX8J2-158	Inner_Membrane	BSU31610(1)	Inner_Membrane	s
CPLX8J2-158	Inner_Membrane	BSU31600(1)	Inner_Membrane	s
BSU18730-MONOMER	Inner_Membrane	BSU18730(1)	Inner_Membrane	s
BSU34690-MONOMER	Inner_Membrane	BSU34690(1)	Inner_Membrane	s
BSU10330-MONOMER	Inner_Membrane	BSU10330(1)	Inner_Membrane	s
BSU36460-MONOMER	Inner_Membrane	BSU36460(1)	Inner_Membrane	s
BSU33570-MONOMER	Inner_Membrane	BSU33570(1)	Inner_Membrane	s
BSU24990-MONOMER	Inner_Membrane	BSU24990(1)	Inner_Membrane	s
BSU14920-MONOMER	Inner_Membrane	BSU14920(1)	Inner_Membrane	s
BSU24870-MONOMER	Inner_Membrane	BSU24870(1)	Inner_Membrane	s
BSU24100-MONOMER	Inner_Membrane	BSU24100(1)	Inner_Membrane	s
BSU05340-MONOMER	Inner_Membrane	BSU05340(2)	Inner_Membrane	s
BSU13300-MONOMER	Inner_Membrane	BSU13300(1)	Inner_Membrane	s
BSU26420-MONOMER	Inner_Membrane	BSU26420(1)	Inner_Membrane	s
BSU36120-MONOMER	Inner_Membrane	BSU36120(1)	Inner_Membrane	s
BSU13780-MONOMER	Outer_Membrane	BSU13780(1)	Outer_Membrane	s
BSU02710-MONOMER	Inner_Membrane	BSU02710(1)	Inner_Membrane	s
BSU07120-MONOMER	Inner_Membrane	BSU07120(1)	Inner_Membrane	s
BSU20929-MONOMER	Inner_Membrane	BSU20929(1)	Inner_Membrane	s
BSU07910-MONOMER	Inner_Membrane	BSU07910(1)	Inner_Membrane	s
BSU08840-MONOMER	Inner_Membrane	BSU08840(1)	Inner_Membrane	s
BSU23950-MONOMER	Inner_Membrane	BSU23950(1)	Inner_Membrane	s
BSU22510-MONOMER	Inner_Membrane	BSU22510(1)	Inner_Membrane	s
BSU01530-MONOMER	Inner_Membrane	BSU01530(1)	Inner_Membrane	s
BSU31150-MONOMER	Inner_Membrane	BSU31150(1)	Inner_Membrane	s
BSU31020-MONOMER	Inner_Membrane	BSU31020(1)	Inner_Membrane	s
BSU36130-MONOMER	Inner_Membrane	BSU36130(1)	Inner_Membrane	s
BSU29990-MONOMER	Inner_Membrane	BSU29990(1)	Inner_Membrane	s
BSU07060-MONOMER	Inner_Membrane	BSU07060(1)	Inner_Membrane	s
BSU08740-MONOMER	Inner_Membrane	BSU08740(1)	Inner_Membrane	s
BSU03760-MONOMER	Inner_Membrane	BSU03760(1)	Inner_Membrane	s
BSU19490-MONOMER	Outer_Membrane	BSU19490(1)	Outer_Membrane	s
BSU25380-MONOMER	Inner_Membrane	BSU25380(1)	Inner_Membrane	s
BSU05980-MONOMER	Inner_Membrane	BSU05980(1)	Inner_Membrane	s
BSU17310-MONOMER	Inner_Membrane	BSU17310(1)	Inner_Membrane	s
CPLX8J2-65	Inner_Membrane	BSU33700(1)	Inner_Membrane	s
CPLX8J2-65	Inner_Membrane	BSU33710(1)	Inner_Membrane	s
CPLX8J2-65	Inner_Membrane	BSU33720(1)	Inner_Membrane	s
CPLX8J2-65	Inner_Membrane	BSU33730(1)	Inner_Membrane	s
CPLX8J2-66	Inner_Membrane	BSU30740(1)	Inner_Membrane	s
CPLX8J2-66	Inner_Membrane	BSU30750(1)	Inner_Membrane	s
CPLX8J2-66	Inner_Membrane	BSU30760(1)	Inner_Membrane	s
CPLX8J2-66	Inner_Membrane	BSU30770(1)	Inner_Membrane	s
CPLX8J2-67	Inner_Membrane	BSU29340(1)	Inner_Membrane	s
CPLX8J2-67	Inner_Membrane	BSU29350(1)	Inner_Membrane	s
CPLX8J2-67	Inner_Membrane	BSU29360(1)	Inner_Membrane	s
CPLX8J2-67	Inner_Membrane	BSU29370(1)	Inner_Membrane	s
CPLX8J2-67	Inner_Membrane	BSU29380(1)	Inner_Membrane	s
CPLX8J2-68	Inner_Membrane	BSU27430(1)	Inner_Membrane	s
CPLX8J2-68	Inner_Membrane	BSU27440(1)	Inner_Membrane	s
CPLX8J2-68	Inner_Membrane	BSU27450(1)	Inner_Membrane	s
CPLX8J2-68	Inner_Membrane	BSU27460(1)	Inner_Membrane	s
BSU09920-MONOMER	Inner_Membrane	BSU09920(1)	Inner_Membrane	s
MONOMER8J2-12	Inner_Membrane	BSU33020(1)	Inner_Membrane	s
BSU15650-MONOMER	Inner_Membrane	BSU15650(1)	Inner_Membrane	s
BSU12250-MONOMER	Inner_Membrane	BSU12250(1)	Inner_Membrane	s
CPLX8J2-83	Inner_Membrane	BSU24360(1)	Inner_Membrane	s
CPLX8J2-84	Inner_Membrane	BSU36550(1)	Inner_Membrane	s
CPLX8J2-85	Inner_Membrane	BSU36550(1)	Inner_Membrane	s
CPLX8J2-85	Inner_Membrane	BSU24360(1)	Inner_Membrane	s
BSU10050-MONOMER	Inner_Membrane	BSU10050(1)	Inner_Membrane	s
BSU33200-MONOMER	Inner_Membrane	BSU33200(1)	Inner_Membrane	s
BSU38130-MONOMER	Inner_Membrane	BSU38130(1)	Inner_Membrane	s
BSU09710-MONOMER	Inner_Membrane	BSU09710(1)	Inner_Membrane	s
BSU29520-MONOMER	Inner_Membrane	BSU29520(1)	Inner_Membrane	s
BSU39610-MONOMER	Inner_Membrane	BSU39610(1)	Inner_Membrane	s
BSU37570-MONOMER	Inner_Membrane	BSU37570(1)	Inner_Membrane	s
BSU24780-MONOMER	Inner_Membrane	BSU24780(1)	Inner_Membrane	s
BSU06190-MONOMER	Inner_Membrane	BSU06190(1)	Inner_Membrane	s
BSU27460-MONOMER	Inner_Membrane	BSU27460(1)	Inner_Membrane	s
BSU34010-MONOMER	Inner_Membrane	BSU34010(1)	Inner_Membrane	s
BSU14410-MONOMER	Inner_Membrane	BSU14410(1)	Inner_Membrane	s
BSU29100-MONOMER	Inner_Membrane	BSU29100(1)	Inner_Membrane	s
BSU12790-MONOMER	Inner_Membrane	BSU12790(1)	Inner_Membrane	s
BSU28970-MONOMER	Inner_Membrane	BSU28970(1)	Inner_Membrane	s
BSU19579-MONOMER	Inner_Membrane	BSU19579(1)	Inner_Membrane	s
BSU04930-MONOMER	Inner_Membrane	BSU04930(1)	Inner_Membrane	s
BSU39490-MONOMER	Inner_Membrane	BSU39490(1)	Inner_Membrane	s
BSU21440-MONOMER	Inner_Membrane	BSU21440(1)	Inner_Membrane	s
BSU35680-MONOMER	Inner_Membrane	BSU35680(1)	Inner_Membrane	s
BSU19140-MONOMER	Inner_Membrane	BSU19140(1)	Inner_Membrane	s
BSU40830-MONOMER	Inner_Membrane	BSU40830(1)	Inner_Membrane	s
BSU23190-MONOMER	Inner_Membrane	BSU23190(1)	Inner_Membrane	s
BSU38750-MONOMER	Inner_Membrane	BSU38750(1)	Inner_Membrane	s
BSU38499-MONOMER	Inner_Membrane	BSU38499(1)	Inner_Membrane	s
BSU31110-MONOMER	Inner_Membrane	BSU31110(1)	Inner_Membrane	s
BSU00610-MONOMER	Inner_Membrane	BSU00610(1)	Inner_Membrane	s
BSU05880-MONOMER	Inner_Membrane	BSU05880(1)	Inner_Membrane	s
BSU27630-MONOMER	Inner_Membrane	BSU27630(1)	Inner_Membrane	s
BSU27690-MONOMER	Inner_Membrane	BSU27690(1)	Inner_Membrane	s
BSU33100-MONOMER	Inner_Membrane	BSU33100(1)	Inner_Membrane	s
BSU08290-MONOMER	Inner_Membrane	BSU08290(1)	Inner_Membrane	s
BSU27650-MONOMER	Inner_Membrane	BSU27650(1)	Inner_Membrane	s
BSU07580-MONOMER	Inner_Membrane	BSU07580(1)	Inner_Membrane	s
BSU03430-MONOMER	Inner_Membrane	BSU03430(1)	Inner_Membrane	s
BSU13100-MONOMER	Inner_Membrane	BSU13100(1)	Inner_Membrane	s
BSU01460-MONOMER	Inner_Membrane	BSU01460(1)	Inner_Membrane	s
MONOMER8J2-24	Inner_Membrane	BSU31520(1)	Inner_Membrane	s
MONOMER8J2-26	Inner_Membrane	BSU28930(1)	Inner_Membrane	s
MONOMER8J2-20	Inner_Membrane	BSU39650(1)	Inner_Membrane	s
BSU30530-MONOMER	Inner_Membrane	BSU30530(1)	Inner_Membrane	s
BSU31080-MONOMER	Inner_Membrane	BSU31080(1)	Inner_Membrane	s
BSU22040-MONOMER	Inner_Membrane	BSU22040(1)	Inner_Membrane	s
BSU06010-MONOMER	Inner_Membrane	BSU06010(1)	Inner_Membrane	s
BSU23960-MONOMER	Inner_Membrane	BSU23960(1)	Inner_Membrane	s
BSU03070-MONOMER	Inner_Membrane	BSU03070(1)	Inner_Membrane	s
BSU08700-MONOMER	Inner_Membrane	BSU08700(1)	Inner_Membrane	s
BSU10980-MONOMER	Inner_Membrane	BSU10980(1)	Inner_Membrane	s
BSU36810-MONOMER	Inner_Membrane	BSU36810(1)	Inner_Membrane	s
BSU35830-MONOMER	Inner_Membrane	BSU35830(1)	Inner_Membrane	s
BSU37800-MONOMER	Inner_Membrane	BSU37800(1)	Inner_Membrane	s
BSU07110-MONOMER	Inner_Membrane	BSU07110(1)	Inner_Membrane	s
BSU01910-MONOMER	Inner_Membrane	BSU01910(1)	Inner_Membrane	s
BSU17470-MONOMER	Inner_Membrane	BSU17470(1)	Inner_Membrane	s
BSU29370-MONOMER	Inner_Membrane	BSU29370(1)	Inner_Membrane	s
BSU24640-MONOMER	Inner_Membrane	BSU24640(1)	Inner_Membrane	s
CPLX8J2-142	Inner_Membrane	BSU07920(1)	Inner_Membrane	s
CPLX8J2-140	Inner_Membrane	BSU31100(1)	Inner_Membrane	s
CPLX8J2-141	Inner_Membrane	BSU38270(1)	Inner_Membrane	s
CPLX8J2-141	Inner_Membrane	BSU38280(1)	Inner_Membrane	s
BSU05410-MONOMER	Inner_Membrane	BSU05410(1)	Inner_Membrane	s
BSU07670-MONOMER	Inner_Membrane	BSU07670(1)	Inner_Membrane	s
BSU11180-MONOMER	Inner_Membrane	BSU11180(1)	Inner_Membrane	s
BSU37990-MONOMER	Inner_Membrane	BSU37990(1)	Inner_Membrane	s
BSU07570-MONOMER	Inner_Membrane	BSU07570(1)	Inner_Membrane	s
BSU13500-MONOMER	Inner_Membrane	BSU13500(1)	Inner_Membrane	s
BSU23890-MONOMER	Inner_Membrane	BSU23890(1)	Inner_Membrane	s
BSU13270-MONOMER	Inner_Membrane	BSU13270(1)	Inner_Membrane	s
BSU09610-MONOMER	Inner_Membrane	BSU09610(1)	Inner_Membrane	s
BSU24390-MONOMER	Inner_Membrane	BSU24390(2)	Inner_Membrane	s
BSU23560-MONOMER	Inner_Membrane	BSU23560(1)	Inner_Membrane	s
BSU06839-MONOMER	Inner_Membrane	BSU06839(1)	Inner_Membrane	s
BSU38170-MONOMER	Inner_Membrane	BSU38170(1)	Inner_Membrane	s
BSU26480-MONOMER	Inner_Membrane	BSU26480(1)	Inner_Membrane	s
BSU07700-MONOMER	Inner_Membrane	BSU07700(1)	Inner_Membrane	s
BSU08400-MONOMER	Inner_Membrane	BSU08400(1)	Inner_Membrane	s
BSU26640-MONOMER	Inner_Membrane	BSU26640(1)	Inner_Membrane	s
BSU26960-MONOMER	Outer_Membrane	BSU26960(1)	Outer_Membrane	s
BSU30450-MONOMER	Inner_Membrane	BSU30450(1)	Inner_Membrane	s
BSU30420-MONOMER	Inner_Membrane	BSU30420(1)	Inner_Membrane	s
BSU33330-MONOMER	Inner_Membrane	BSU33330(1)	Inner_Membrane	s
BSU20150-MONOMER	Inner_Membrane	BSU20150(1)	Inner_Membrane	s
BSU33390-MONOMER	Inner_Membrane	BSU33390(1)	Inner_Membrane	s
MONOMER8J2-8	Inner_Membrane	BSU29100(1)	Inner_Membrane	s
BSU14800-MONOMER	Inner_Membrane	BSU14800(1)	Inner_Membrane	s
CPLX8J2-77	Inner_Membrane	BSU02860(1)	Inner_Membrane	s
CPLX8J2-77	Inner_Membrane	BSU02870(1)	Inner_Membrane	s
CPLX8J2-76	Inner_Membrane	BSU02980(2)	Inner_Membrane	s
CPLX8J2-76	Inner_Membrane	BSU02990(2)	Inner_Membrane	s
CPLX8J2-76	Inner_Membrane	BSU03000(1)	Inner_Membrane	s
CPLX8J2-75	Inner_Membrane	BSU07490(1)	Inner_Membrane	s
CPLX8J2-75	Inner_Membrane	BSU07500(1)	Inner_Membrane	s
CPLX8J2-75	Inner_Membrane	BSU07510(1)	Inner_Membrane	s
CPLX8J2-75	Inner_Membrane	BSU07520(1)	Inner_Membrane	s
CPLX8J2-74	Inner_Membrane	BSU08830(1)	Inner_Membrane	s
CPLX8J2-74	Inner_Membrane	BSU08840(1)	Inner_Membrane	s
CPLX8J2-74	Inner_Membrane	BSU08850(1)	Inner_Membrane	s
BSU33350-MONOMER	Inner_Membrane	BSU33350(1)	Inner_Membrane	s
CPLX8J2-72	Inner_Membrane	BSU11430(1)	Inner_Membrane	s
CPLX8J2-72	Inner_Membrane	BSU11440(1)	Inner_Membrane	s
CPLX8J2-72	Inner_Membrane	BSU11450(1)	Inner_Membrane	s
CPLX8J2-72	Inner_Membrane	BSU11460(1)	Inner_Membrane	s
CPLX8J2-72	Inner_Membrane	BSU11470(1)	Inner_Membrane	s
CPLX8J2-71	Inner_Membrane	BSU24950(1)	Inner_Membrane	s
CPLX8J2-71	Inner_Membrane	BSU24960(1)	Inner_Membrane	s
CPLX8J2-71	Inner_Membrane	BSU24970(1)	Inner_Membrane	s
CPLX8J2-71	Inner_Membrane	BSU24980(1)	Inner_Membrane	s
CPLX8J2-71	Inner_Membrane	BSU24990(1)	Inner_Membrane	s
CPLX8J2-70	Inner_Membrane	BSU12930(1)	Inner_Membrane	s
CPLX8J2-70	Inner_Membrane	BSU12940(1)	Inner_Membrane	s
CPLX8J2-70	Inner_Membrane	BSU12950(1)	Inner_Membrane	s
CPLX8J2-70	Inner_Membrane	BSU12960(1)	Inner_Membrane	s
BSU30640-MONOMER	Inner_Membrane	BSU30640(1)	Inner_Membrane	s
BSU32180-MONOMER	Inner_Membrane	BSU32180(1)	Inner_Membrane	s
BSU31850-MONOMER	Inner_Membrane	BSU31850(1)	Inner_Membrane	s
CPLX8J2-91	Inner_Membrane	BSU07120(1)	Inner_Membrane	s
CPLX8J2-91	Inner_Membrane	BSU07110(1)	Inner_Membrane	s
CPLX8J2-91	Inner_Membrane	BSU07100(1)	Inner_Membrane	s
CPLX8J2-93	Inner_Membrane	BSU33800(1)	Inner_Membrane	s
CPLX8J2-93	Inner_Membrane	BSU33810(1)	Inner_Membrane	s
CPLX8J2-93	Inner_Membrane	BSU33820(1)	Inner_Membrane	s
CPLX8J2-93	Inner_Membrane	BSU33830(1)	Inner_Membrane	s
CPLX8J2-94	Inner_Membrane	BSU33070(1)	Inner_Membrane	s
CPLX8J2-94	Inner_Membrane	BSU33060(1)	Inner_Membrane	s
CPLX8J2-94	Inner_Membrane	BSU33050(1)	Inner_Membrane	s
BSU30740-MONOMER	Inner_Membrane	BSU30740(1)	Inner_Membrane	s
BSU17570-MONOMER	Inner_Membrane	BSU17570(1)	Inner_Membrane	s
secYEG	Inner_Membrane	BSU01360(1)	Inner_Membrane	s
secYEG	Inner_Membrane	BSU01000(1)	Inner_Membrane	s
secYEG	Inner_Membrane	BSU33630(1)	Inner_Membrane	s
BSU13180-MONOMER	Inner_Membrane	BSU13180(1)	Inner_Membrane	s
BSU18610-MONOMER	Inner_Membrane	BSU18610(1)	Inner_Membrane	s
BSU36540-MONOMER	Inner_Membrane	BSU36540(1)	Inner_Membrane	s
BSU36530-MONOMER	Inner_Membrane	BSU36530(1)	Inner_Membrane	s
BSU34440-MONOMER	Inner_Membrane	BSU34440(1)	Inner_Membrane	s
BSU09850-MONOMER	Inner_Membrane	BSU09850(1)	Inner_Membrane	s
BSU24740-MONOMER	Inner_Membrane	BSU24740(1)	Inner_Membrane	s
BSU25910-MONOMER	Inner_Membrane	BSU25910(1)	Inner_Membrane	s
BSU25080-MONOMER	Inner_Membrane	BSU25080(1)	Inner_Membrane	s
BSU06660-MONOMER	Inner_Membrane	BSU06660(1)	Inner_Membrane	s
BSU29380-MONOMER	Inner_Membrane	BSU29380(1)	Inner_Membrane	s
BSU27030-MONOMER	Inner_Membrane	BSU27030(1)	Inner_Membrane	s
BSU16220-MONOMER	Inner_Membrane	BSU16220(1)	Inner_Membrane	s
BSU17810-MONOMER	Inner_Membrane	BSU17810(1)	Inner_Membrane	s
BSU38760-MONOMER	Inner_Membrane	BSU38760(1)	Inner_Membrane	s
BSU36470-MONOMER	Inner_Membrane	BSU36470(1)	Inner_Membrane	s
BSU27040-MONOMER	Inner_Membrane	BSU27040(1)	Inner_Membrane	s
BSU09790-MONOMER	Inner_Membrane	BSU09790(1)	Inner_Membrane	s
BSU27200-MONOMER	Inner_Membrane	BSU27200(1)	Inner_Membrane	s
BSU40529-MONOMER	Inner_Membrane	BSU40529(1)	Inner_Membrane	s
BSU34660-MONOMER	Inner_Membrane	BSU34660(1)	Inner_Membrane	s
BSU02950-MONOMER	Inner_Membrane	BSU02950(1)	Inner_Membrane	s
BSU02920-MONOMER	Inner_Membrane	BSU02920(1)	Inner_Membrane	s
CPLX8J2-102	Inner_Membrane	BSU38750(1)	Inner_Membrane	s
CPLX8J2-102	Inner_Membrane	BSU38760(1)	Inner_Membrane	s
BSU32440-MONOMER	Inner_Membrane	BSU32440(1)	Inner_Membrane	s
BSU32040-MONOMER	Inner_Membrane	BSU32040(1)	Inner_Membrane	s
BSU24950-MONOMER	Inner_Membrane	BSU24950(1)	Inner_Membrane	s
BSU36480-MONOMER	Inner_Membrane	BSU36480(1)	Inner_Membrane	s
BSU39020-MONOMER	Inner_Membrane	BSU39020(1)	Inner_Membrane	s
BSU24510-MONOMER	Inner_Membrane	BSU24510(1)	Inner_Membrane	s
BSU23440-MONOMER	Inner_Membrane	BSU23440(1)	Inner_Membrane	s
BSU40140-MONOMER	Inner_Membrane	BSU40140(1)	Inner_Membrane	s
BSU38440-MONOMER	Inner_Membrane	BSU38440(1)	Inner_Membrane	s
BSU27680-MONOMER	Inner_Membrane	BSU27680(1)	Inner_Membrane	s
BSU12810-MONOMER	Inner_Membrane	BSU12810(1)	Inner_Membrane	s
BSU08890-MONOMER	Inner_Membrane	BSU08890(1)	Inner_Membrane	s
BSU34850-MONOMER	Inner_Membrane	BSU34850(1)	Inner_Membrane	s
BSU39960-MONOMER	Inner_Membrane	BSU39960(1)	Inner_Membrane	s
BSU23730-MONOMER	Inner_Membrane	BSU23730(1)	Inner_Membrane	s
BSU23480-MONOMER	Inner_Membrane	BSU23480(1)	Inner_Membrane	s
BSU11100-MONOMER	Inner_Membrane	BSU11100(1)	Inner_Membrane	s
BSU06710-MONOMER	Inner_Membrane	BSU06710(1)	Inner_Membrane	s
BSU33850-MONOMER	Inner_Membrane	BSU33850(1)	Inner_Membrane	s
BSU38530-MONOMER	Inner_Membrane	BSU38530(1)	Inner_Membrane	s
BSU01760-MONOMER	Inner_Membrane	BSU01760(1)	Inner_Membrane	s
BSU29730-MONOMER	Inner_Membrane	BSU29730(1)	Inner_Membrane	s
MONOMER8J2-36	Inner_Membrane	BSU05410(1)	Inner_Membrane	s
MONOMER8J2-34	Inner_Membrane	BSU33090(1)	Inner_Membrane	s
BSU12070-MONOMER	Inner_Membrane	BSU12070(1)	Inner_Membrane	s
MONOMER8J2-30	Inner_Membrane	BSU35500(1)	Inner_Membrane	s
BSU27430-MONOMER	Inner_Membrane	BSU27430(1)	Inner_Membrane	s
BSU34070-MONOMER	Inner_Membrane	BSU34070(1)	Inner_Membrane	s
BSU33760-MONOMER	Inner_Membrane	BSU33760(1)	Inner_Membrane	s
BSU28740-MONOMER	Inner_Membrane	BSU28740(1)	Inner_Membrane	s
BSU26690-MONOMER	Inner_Membrane	BSU26690(1)	Inner_Membrane	s
BSU36800-MONOMER	Inner_Membrane	BSU36800(1)	Inner_Membrane	s
BSU28980-MONOMER	Inner_Membrane	BSU28980(1)	Inner_Membrane	s
BSU29170-MONOMER	Inner_Membrane	BSU29170(1)	Inner_Membrane	s
BSU03690-MONOMER	Inner_Membrane	BSU03690(1)	Inner_Membrane	s
BSU38770-MONOMER	Inner_Membrane	BSU38770(1)	Inner_Membrane	s
BSU27970-MONOMER	Inner_Membrane	BSU27970(1)	Inner_Membrane	s
BSU06559-MONOMER	Inner_Membrane	BSU06559(1)	Inner_Membrane	s
BSU24830-MONOMER	Inner_Membrane	BSU24830(1)	Inner_Membrane	s
BSU36610-MONOMER	Inner_Membrane	BSU36610(1)	Inner_Membrane	s
BSU09510-MONOMER	Inner_Membrane	BSU09510(1)	Inner_Membrane	s
BSU37240-MONOMER	Inner_Membrane	BSU37240(1)	Inner_Membrane	s
BSU27150-MONOMER	Inner_Membrane	BSU27150(1)	Inner_Membrane	s
BSU33700-MONOMER	Inner_Membrane	BSU33700(1)	Inner_Membrane	s
BSU27840-MONOMER	Outer_Membrane	BSU27840(1)	Outer_Membrane	s
BSU08320-MONOMER	Inner_Membrane	BSU08320(1)	Inner_Membrane	s
BSU18980-MONOMER	Inner_Membrane	BSU18980(1)	Inner_Membrane	s
BSU19650-MONOMER	Inner_Membrane	BSU19650(1)	Inner_Membrane	s
BSU12800-MONOMER	Inner_Membrane	BSU12800(1)	Inner_Membrane	s
BSU03090-MONOMER	Inner_Membrane	BSU03090(1)	Inner_Membrane	s
BSU07800-MONOMER	Inner_Membrane	BSU07800(1)	Inner_Membrane	s
BSU01470-MONOMER	Inner_Membrane	BSU01470(1)	Inner_Membrane	s
BSU35710-MONOMER	Inner_Membrane	BSU35710(1)	Inner_Membrane	s
BSU07710-MONOMER	Inner_Membrane	BSU07710(1)	Inner_Membrane	s
BSU15240-MONOMER	Inner_Membrane	BSU15240(1)	Inner_Membrane	s
