,leu__L_e,lys__L_e,met__L_e,phe__L_e,crn_e,btd_RR_e,4abut_e,gly_e,ile__L_e,val__L_e,for_e,ac_e,acac_e,arab__L_e,acgam_e,glcr_e,succ_e,gal_e,asp__L_e,pro__L_e,ala__D_e,tre_e,man_e,galt_e,ser__D_e,sbt__D_e,glyc_e,glcur_e,glcn__D_e,glyc3p_e,xyl__D_e,lac__L_e,mnl_e,glu__L_e,g6p_e,mal__L_e,rib__D_e,rmn_e,fru_e,glc__D_e,malt_e,melib_e,thymd_e,asn__L_e,akg_e,sucr_e,uri_e,gln__L_e,g1p_e,f6p_e,mbdg_e,malttr_e,dad_2_e,adn_e,cit_e,fum_e,ppa_e,galctr__D_e,glyclt_e,glx_e,cellb_e,ins_e,ser__L_e,thr__L_e,ala__L_e,acmana_e,mal__D_e,pyr_e,galur_e,dextrin_e,glycogen_e,acnam_e,arab__D_e,abt__L_e,arbt_e,drib_e,pala_e,raffin_e,salcn_e,srb__L_e,gam_e,orn__L_e,dha_e,gly_asp__L_e,gly_glu__L_e,gly_pro__L_e
CYTOM,0,0,0,0,0,2.6857927466125953e-11,-0.0008665703232421221,-0.0008665703232730847,-0.0008665703230812528,-0.0008665703232219917,-5.426799813770903e-13,8.06612311389503e-12,-9.178271280762737e-13,-0.00016603316071789253,-0.0008665703230801569,-0.0001660331607133634,-0.00016603316073560853,-0.0001660331602312751,-0.0008665703232040278,0.07400380244213252,-0.000866570323057711,-0.00016603316072384095,-0.0001660331599909993,-0.00016603316073469013,0.07400380244795081,0.014178982240205902,-0.00016603316071934365,-0.0001660331607489519,-0.00016603316136866228,-0.00016603316073913392,-0.00016603315965359042,-0.00016603316098588822,-0.00016603316068329466,-0.0008665703237577391,-0.00016603316068329114,-0.00016603316086474652,-0.0001660331606834991,-0.00016603316125345306,-0.00016603316154465965,-0.0001660331614747362,-0.00016603316067366437,-0.00016603316067367193,-0.00016699903241296983,-0.0008665703231944968,-0.00016603316065495074,-0.00016603316070499586,-0.00017124835414860694,-0.0008665703228514238,-0.00016603316073805557,-0.00016603316073805557,-0.00016603316073805516,-0.00016603316077700337,-0.0008665703232874432,-0.0008665703232728408,-0.00016603316068833124,-0.00016603316054871115,-0.00016603315958958222,-0.00016603316077974675,-0.0001660331607385352,-0.00016603316076871857,-0.00016603316070736278,0.07400380243910167,-0.0008665703228368879,7.926474375660727e-27,0.0,-0.0008665703226504829,-0.000166033160359673,-0.0001660331605558218,-0.00016603316075117284,-0.00016603315980940605,-0.00016603316149353637,0.07400380248630889,-0.0,-0.00016603316034689757,-0.00016603316034899458,0.0,-0.00016603316070051602,1.5777218104420236e-30,-0.00016603316034899458,-0.0001660331606796197,-0.0008665703236075645,-0.000866570323761947,-0.0,0,0,0
Cut1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
D4DGCD,0,0,0,0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0,0,0
DAAOP,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
DADK,0,0,0,0,0,3.855027831016994e-12,0.07487037286571052,0.07487037276957859,0.07487037276631245,0.07487037285399585,1.6714583572270847e-11,1.6343177119619571e-12,4.840687369968118e-12,5.169878828456423e-26,0.0,0.01434501540099174,0.014345015402915832,0.0,0.07487037277785628,0.07487037276519969,0.074870372821555,0.0,1.4746275508909526e-27,0.014345015402834815,0.0748703727710864,0.014345015400918395,0.014345015401463025,0.014345015404070268,-3.6350710512584224e-27,0.01434501540321794,-1.5058171389311284e-26,0.014345015409551045,4.8467614016778965e-26,0.07487037280025166,4.8467614016778965e-26,0.014345015406399706,5.816113682013476e-26,0.014345015411543082,0.014345015408504332,1.827229048432567e-24,0.0,0.0,0.014428465278135847,0.07487037281073655,0.014345015397245876,0.0,0.0,0.07487037281257951,0.0,0.0,0.0,0.0,0.07487037286151255,0.07487037281238751,0.014345015440930751,0.014345015414973171,0.01434501541068556,0.014345015406729824,0.014345015403167051,0.01434501541453087,-5.040631857745012e-25,0.0748703727621329,0.07487037276927565,0.07487037277457291,0.07487037275899704,-4.3943970041879595e-24,0.014345015410705077,0.014345015411447245,0.014345015405839935,2.1971985020939798e-25,0.0,0.07487037280948895,0.0001660331607062635,6.230996457997104e-23,6.190929897076567e-23,0.014345015414754964,0.0,0.0,6.178005200005425e-23,0.0,-1.0339757656912846e-25,0.0,0.014345015401565632,0,0,0
DADNK,0,0,0,0,0,3.855027831017109e-12,0.07487037286571052,0.07487037276957859,0.07487037276631245,0.07487037285399585,0.0,1.6343177119619571e-12,0.0,0.0,1.2149215246872594e-24,0.01434501540099174,0.014345015402915832,0.0,0.07487037277785628,0.07487037276519969,0.074870372821555,0.0,1.4746275508909526e-27,0.014345015402834815,0.0748703727710864,0.014345015400918395,0.014345015401463025,0.014345015404070268,0.0,0.01434501540321794,-1.5058171389311284e-26,0.014345015409551045,4.8467614016778965e-26,0.07487037280025166,4.8467614016778965e-26,0.014345015406399706,5.816113682013476e-26,0.014345015411543082,0.014345015408504332,0.0,0.0,0.0,0.014428465278135847,0.07487037281073655,0.014345015397245876,0.0,0.0,0.07487037281257951,0.0,0.0,0.0,0.0,0.07487037286151255,0.07487037281238751,0.014345015440930751,0.014345015414973171,0.01434501541068556,0.014345015406729824,0.014345015403167051,0.01434501541453087,-5.040631857745012e-25,0.0748703727621329,0.07487037276927565,0.07487037277457291,0.07487037275899704,1.4217166778255163e-25,0.014345015410705077,0.014345015411447245,0.014345015405839935,2.1971985020939798e-25,0.0,0.07487037280948895,0.0001660331607062635,6.230996457997104e-23,6.190929897076567e-23,0.014345015414754964,0.0,0.0,6.178005200005425e-23,0.0,0.0,0.0,0.014345015401565632,0,0,0
DADNt2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.5381358232248645e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
DAGK_BS,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
DDPA,0,0,0,0,0,0.0,1.1132887582789086,1.1132887583186382,1.1132887580722388,1.1132887581824678,0.0,0.0,-9.240437745484015e-12,0.21330392510694304,1.113288758070831,0.21330392510112448,0.21330392512971222,0.21330392506555387,1.1132887582299205,1.1132887580540838,1.1132887583782791,0.213303925114585,0.21330392504875104,0.213303925128523,1.1132887581420075,0.21330392510000465,0.2133039251088736,0.21330392514684524,0.2133039250673572,0.213303925134227,0.21330392516702684,0.21330392506933846,0.21330392506249493,1.1132887580624549,0.2133039250624904,0.21330392502239476,0.21330392506275755,0.2133039250992036,0.21330392505434506,0.21330392510716487,0.21330392505012286,0.21330392505013257,0.2145447870095827,1.1132887582176763,0.2133039250260844,0.2133039250903746,0.22000391939816455,1.113288758244715,0.21330392513286017,0.21330392513286017,0.21330392513284374,0.21330392518289817,1.1132887583370847,1.1132887583183249,0.21330392506896548,0.21330392514946303,0.21330392508479876,0.21330392518641034,0.21330392513346286,0.21330392514311142,0.2133039250934484,1.113288758007938,1.113288758196075,1.1132887581907065,1.1132887580768585,1.11328875810254,0.21330392508455778,0.21330392509708201,0.21330392514970772,0.2133039251073288,0.21330392512491259,1.1132887581991244,0.2133039250920032,0.21330392506758364,0.2133039250702546,0.21330392514530847,0.21330392508461934,0.21330392509199408,0.2133039250702546,0.2133039250577737,1.1132887581645896,1.1132887582473796,0.2133039251096655,0,0,0
DALAOX,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
DAPDC,0,0,0,0,0,1.0444742238717238e-11,1.0597340607459091,1.0597340607837276,1.0597340605491812,1.059734060654055,-7.709070229359267e-12,-9.217402283009262e-12,-1.3038243590257876e-11,0.20304295093761435,1.0597340605478411,0.20304295093207564,0.20304295095928818,0.20304295089864904,1.0597340606992776,1.0597340605318994,1.059734060840749,0.2030429509448887,0.20304295088287097,0.20304295095815622,1.0597340606155934,0.2030429509310097,0.2030429509394521,0.20304295097559705,0.20304295089928348,0.20304295096358577,0.2030429509958662,0.20304295090153548,0.20304295089530439,1.059734060539216,0.20304295089530008,0.20304295085693067,0.20304295089555438,0.2030429509297313,0.20304295088672006,0.20304295093710467,0.20304295088352747,0.20304295088353672,0.2042241212432789,1.059734060687622,0.2030429508606454,0.20304295092184296,0.20942064235361954,1.0597340607137076,0.20304295096228478,0.20304295096228478,0.2030429509622691,0.20304295100991565,1.0597340608012868,1.0597340607834294,0.20304295090146365,0.2030429509782816,0.2030429509175937,0.2030429510132589,0.20304295096285838,0.20304295097202119,0.20304295092476887,1.0597340604879735,1.0597340606673846,1.05973406066195,1.0597340605535788,1.0597340605784575,0.2030429509166305,0.20304295092837477,0.20304295097832187,0.2030429509388473,0.20304295095399394,1.059734060669963,0.20304295092339314,0.20304295090047256,0.20304295090301505,0.20304295097519307,0.2030429509163645,0.20304295092338456,0.20304295090301505,0.20304295089081026,1.0597340606366568,1.059734060715378,0.2030429509402058,0,0,0
DAPE,0,0,0,0,0,1.3713955903073599e-11,1.3914317697742813,1.3914317698239367,1.3914317695159772,1.3914317696536769,-1.0122016107514261e-11,-1.2102457443277552e-11,-1.711922549773603e-11,0.2665955762188687,1.3914317695142178,0.2665955762115964,0.2665955762473265,0.26659557616770724,1.3914317697130538,1.3914317694932865,1.391431769898806,0.26659557622841995,0.2665955761469906,0.26659557624584024,1.3914317696031766,0.2665955762101968,0.2665955762212817,0.26659557626874003,0.2665955761685403,0.2665955762529692,0.26659557629535346,0.26659557617149715,0.2665955761633157,1.391431769502893,0.26659557616331003,0.266595576112931,0.26659557616364393,0.26659557620851826,0.2665955761520445,0.2665955762181995,0.2665955761478526,0.2665955761478647,0.2681464538868554,1.39143176969775,0.2665955761178084,0.2665955761981609,0.27496949075342675,1.3914317697320004,0.266595576251261,0.266595576251261,0.2665955762512405,0.26659557631380043,1.391431769846992,1.3914317698235452,0.26659557617140284,0.2665955762722649,0.2665955761925816,0.2665955763181901,0.26659557625201413,0.26659557626404495,0.2665955762020026,1.3914317694356115,1.3914317696711787,1.3914317696640428,1.3914317695217513,1.391431769554417,0.2665955761913169,0.26659557620673713,0.2665955762723177,0.2665955762204876,0.26659557624037516,1.3914317696745637,0.26659557620019625,0.2665955761701015,0.2665955761734398,0.2665955762682096,0.26659557619096763,0.266595576200185,0.2665955761734398,0.2665955761574149,1.3914317696308327,1.3914317697341936,0.2665955762222713,0,0,0
DB4PS,0,0,0,0,0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,2.8573421751903644e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
DBTS,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
DCMPDA,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
CMPDAi,0,0,0,0,0,-2.8706587088048598e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
DCYTD,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.924743283092506e-13,3.2255216518105525e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010693534246910275,0.0,-0.0,0.0,0.0,0.0,0.0,0.01429320807098164,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
DCYTt2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
DDGLCNt2r,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
DDGLK,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-4.045430183267151e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
DEXTRINt2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
DGK1,0,0,0,0,0,5.586275310849064e-13,0.05667891159310937,0.05667891159513205,0.05667891158258755,0.05667891158819664,-4.1231260386910427e-13,-4.929843707666482e-13,-6.973385900812691e-13,0.010859567406653737,0.05667891158251588,0.010859567406357504,0.010859567407812942,0.010859567404569715,0.05667891159061532,0.056678911581663265,0.056678911598181794,0.0108595674070428,0.010859567403725838,0.010859567407752402,0.05667891158613956,0.010859567406300496,0.010859567406752028,0.010859567408685208,0.010859567404603646,0.010859567408042796,0.010859567409769285,0.010859567404724093,0.010859567404390829,0.056678911582054584,0.010859567404390598,0.010859567402338443,0.010859567404404198,0.010859567406232118,0.010859567403931703,0.010859567406626478,0.01085956740376095,0.010859567403761445,0.010922741225266347,0.05667891158999193,0.010859567402537122,0.01085956740581022,0.011200672426607005,0.0566789115913871,0.010859567407973213,0.010859567407973213,0.010859567407972375,0.010859567410520708,0.05667891159607119,0.05667891159511611,0.010859567404720251,0.010859567408828789,0.010859567405582951,0.010859567410699517,0.010859567408003892,0.010859567408493956,0.01085956740596671,0.05667891157931392,0.056678911588909565,0.056678911588618895,0.056678911582822754,0.05667891158415337,0.010859567405531435,0.010859567406159567,0.010859567408830942,0.010859567406719681,0.010859567407529785,0.05667891158904746,0.01085956740589313,0.010859567404667243,0.010859567404803224,0.0108595674086636,0.010859567405517209,0.01085956740589267,0.010859567404803224,0.010859567404150464,0.0566789115872661,0.0,0.01085956740679234,0,0,0
DGNSK,0,0,0,0,0,5.586275310849064e-13,0.05667891159310937,0.05667891159513205,0.05667891158258755,0.05667891158819664,-4.1231260386910427e-13,-4.929843707666482e-13,0.0,0.010859567406653737,0.05667891158251588,0.010859567406357504,0.010859567407812942,0.010859567404569715,0.05667891159061532,0.056678911581663265,0.056678911598181794,0.0108595674070428,0.010859567403725838,0.010859567407752402,0.05667891158613956,0.010859567406300496,0.010859567406752028,0.010859567408685208,0.010859567404603646,0.010859567408042796,0.010859567409769285,0.010859567404724093,0.010859567404390829,0.056678911582054584,0.010859567404390598,0.010859567402338443,0.010859567404404198,0.010859567406232118,0.010859567403931703,0.010859567406626478,0.01085956740376095,0.010859567403761445,0.010922741225266347,0.05667891158999193,0.010859567402537122,0.01085956740581022,0.011200672426607005,0.0566789115913871,0.010859567407973213,0.010859567407973213,0.010859567407972375,0.010859567410520708,0.05667891159607119,0.05667891159511611,0.010859567404720251,0.010859567408828789,0.010859567405582951,0.010859567410699517,0.010859567408003892,0.010859567408493956,0.01085956740596671,0.05667891157931392,0.056678911588909565,0.056678911588618895,0.056678911582822754,0.05667891158415337,0.010859567405531435,0.010859567406159567,0.010859567408830942,0.010859567406719681,0.010859567407529785,0.05667891158904746,0.01085956740589313,0.010859567404667243,0.010859567404803224,0.0108595674086636,0.010859567405517209,0.01085956740589267,0.010859567404803224,0.010859567404150464,0.0566789115872661,0.0,0.01085956740679234,0,0,0
DHAD1,0,0,0,0,0,9.848836482342661e-12,2.359270282835932,2.3592702830267744,2.3592702824280454,0.0,-1.5759590987024776e-11,-1.5678932829350645e-11,-1.0339757656912846e-25,0.45203152191823365,2.3592702824811886,0.4520315218475748,0.452031521900889,0.45203152181586187,2.3592702827547156,2.359270282353989,2.3592702830830783,0.45203152176477834,0.4520315217655321,0.45203152183192646,2.3592702825687515,0.45203152177133077,0.4520315218247926,0.4520315218708053,0.4520315219334749,0.45203152184362094,0.45203152187802825,0.45203152182228795,0.45203152180841577,2.359270282398323,0.45203152180840617,0.4520315217229848,0.4520315218089723,0.45203152187604306,0.4520315217893044,0.45203152190954426,0.45203152178219685,0.45203152178221745,0.45466114391625023,2.3592702827287164,0.45203152173102856,0.45203152186742884,0.4662300820395458,2.3592702827869427,0.45203152195759866,0.45203152195759866,0.4520315219571141,0.452031522062061,2.359270282825465,2.3592702829024508,0.45203152181404027,0.45203152196253404,0.45203152190723783,0.4520315220708615,0.4520315219588098,0.4520315219664964,0.4520315218737646,2.3592702822844176,2.359270282632189,2.3592702826683274,2.359270282430622,2.359270282440972,0.4520315218302793,0.4520315218684607,0.45203152194491253,0.45203152185280676,0.45203152193932494,2.3592702826999234,0.45203152179708583,0.45203152182511536,0.45203152184080775,0.4520315219623258,0.45203152173952466,0.45203152175984174,0.45203152184080775,0.45203152179825884,2.3592702825073886,2.359270282799802,0.45203152179189277,0,0,0
DHAD2,0,0,0,0,0,0.0,0.0,0.0,-1.5656332874414894e-26,0.0,1.2215925545944055e-11,0.0,0.0,0.0,0.0,0.0,0.23697613423083333,0.23697613416006003,0.0,0.0,0.0,0.0,0.23697613414164506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2369761341634288,0.0,1.2368401847630819,0.0,0.0,0.0,0.23697613419633684,0.23697613414613738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24441968568044234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23697613419054506,0.0,0.0,0.0,0.0,0.0,0.23697613418104657,0.23697613419475358,0.236976134253048,0.0,0.0,1.2368401849156796,0.23697613418893942,0.0,0.0,0.0,0.2369761341807361,0.23697613418892938,0.0,0.23697613415091118,0.0,0.0,0.23697613420856187,0,0,0
DHAD3,0,0,0,0,0,2.6866468385959815e-11,1.236840185004318,1.2368401850484567,0.0,1.2368401848971131,0.0,4.8467614016778965e-26,-2.3136105810666628e-11,0.23697613420553731,1.236840184773148,0.23697613419907296,0.0,0.0,1.2368401849498931,1.2368401847545425,1.2368401851150077,0.23697613421402738,0.0,0.23697613422951222,1.2368401848522237,0.2369761341978289,0.23697613420768218,0.23697613424986777,0.23697613416080046,0.23697613423584918,0.23697613427352443,0.0,0.23697613415615637,0.0,0.23697613415615135,0.23697613411136947,0.23697613415644814,0.0,0.0,0.23697613420494246,0.23697613414241125,0.23697613414242205,0.2383547054466574,1.2368401849362898,0.23697613411570503,0.23697613418713015,0.0,1.2368401849667348,0.23697613423433075,0.23697613423433075,0.23697613423431244,0.23697613428992187,1.2368401850689503,1.2368401850481088,0.236976134163345,0.23697613425300101,0.23697613418217073,0.2369761342938238,0.2369761342350002,0.2369761342456943,0.0,1.2368401847032753,1.2368401849126704,1.2368401849063273,1.2368401847798447,1.2368401848088812,0.0,0.0,0.0,0.2369761342069763,0.2369761342246543,0.0,0.0,0.23697613416218827,0.23697613416515564,0.2369761342493963,0.0,0.0,0.23697613416515564,0.0,1.236840184876807,1.2368401849688886,0.0,0,0,0
DHAt,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0,0,0
