,biomass_dilution_s
BSU37760_s,0.060488128662109376
BSU37780_s,0.060488128662109376
BSU37790_s,0.060488128662109376
BSU38020_s,0.060488128662109376
BSU38040_s,0.060488128662109376
BSU38050_s,0.060488128662109376
BSU38060_s,0.060488128662109376
BSU38110_s,0.060488128662109376
BSU38140_s,0.060488128662109376
BSU38150_s,0.060488128662109376
BSU38160_s,0.060488128662109376
BSU38170_s,0.060488128662109376
BSU38190_s,0.060488128662109376
BSU38200_s,0.060488128662109376
BSU38240_s,0.05197677612304688
BSU38260_s,0.060488128662109376
BSU38270_s,0.060488128662109376
BSU38280_s,0.060488128662109376
BSU38290_s,0.060488128662109376
BSU38300_s,0.060488128662109376
BSU38390_s,0.060488128662109376
BSU38490_s,0.0
BSU38500_s,0.0
BSU38510_s,0.0
BSU38520_s,0.0
BSU38530_s,0.0
BSU38550_s,0.06048736572265625
BSU38560_s,0.060488128662109376
BSU38570_s,0.060488128662109376
BSU38580_s,0.060488128662109376
BSU38590_s,0.060488128662109376
BSU38630_s,0.060488128662109376
BSU38700_s,0.060488128662109376
BSU38710_s,0.06046142578125
BSU38750_s,0.060488128662109376
BSU38760_s,0.060488128662109376
BSU38770_s,0.06048736572265625
BSU38830_s,0.060488128662109376
BSU38860_s,0.060488128662109376
BSU38980_s,0.054328155517578115
BSU38990_s,0.054328155517578115
BSU39020_s,0.060488128662109376
BSU39050_s,0.060488128662109376
BSU39060_s,0.060488128662109376
BSU39260_s,0.060488128662109376
BSU39270_s,0.060488128662109376
BSU39350_s,0.060488128662109376
BSU39360_s,0.060488128662109376
BSU39370_s,0.060488128662109376
BSU39380_s,0.060488128662109376
BSU39390_s,0.060488128662109376
BSU39400_s,0.060488128662109376
BSU39410_s,0.060488128662109376
BSU39420_s,0.060488128662109376
BSU39450_s,0.060488128662109376
BSU39540_s,0.060488128662109376
BSU39610_s,0.060488128662109376
BSU39670_s,0.060488128662109376
BSU39700_s,0.060488128662109376
BSU39710_s,0.060488128662109376
BSU39720_s,0.060488128662109376
BSU39730_s,0.060488128662109376
BSU39740_s,0.060488128662109376
BSU39750_s,0.060488128662109376
BSU39760_s,0.060488128662109376
BSU39780_s,0.060488128662109376
BSU39860_s,0.060488128662109376
BSU39920_s,0.060488128662109376
BSU39980_s,0.060488128662109376
BSU40040_s,0.060488128662109376
BSU40060_s,0.060488128662109376
BSU40070_s,0.060488128662109376
BSU40110_s,0.060488128662109376
BSU40190_s,0.060488128662109376
BSU40320_s,0.060488128662109376
BSU40330_s,0.060488128662109376
BSU40340_s,0.060488128662109376
BSU40420_s,0.060488128662109376
BSU40500_s,0.0
BSU40550_s,0.060488128662109376
BSU40850_s,0.060488128662109376
BSU40890_s,0.0
BSU40910_s,0.0
BSU41050_s,0.0
BSU41060_s,0.0
